PAMS_PIN,CLOSEST_WETLAND_ID,CLOSEST_C1_ID
1902_93_3.10,71036,72771
1902_99_21,101714,94691
1902_62_2,2692,72746
1902_69_4.07,70657,73164
1902_106_26,71769,73602
1902_100_30,101714,94691
1902_102_3.06,70955,94691
1902_55_1,70232,71018
1902_7_16,70298,73181
1902_117_8.03,71626,73597
1902_57_6,70424,72747
1902_53_7,101629,72747
1902_97_1,71182,72771
1902_78_8,71105,73291
1902_55_5,70232,72747
1902_106_2,71796,73537
1902_116_24.01,118279,73597
1902_52_8,101629,73082
1902_21_4,69974,73189
1902_1.02_12.20,130776,71626
1902_1.02_12.01,130776,71626
1902_1_6.06,130776,71626
1902_53_3,101629,72747
1902_88_3,71212,73508
1902_109_4.01_C0293,118296,70641
1902_128_12,71166,61330
1902_109_4.01_C0115,118296,73520
1902_120_10,71685,73517
1902_119_6,101798,73517
1902_118_29,101776,73507
1902_1.02_10.01,20270,73012
1902_165.01_4,69420,71514
1902_62_3,70298,72809
1902_7_14.01,70298,73080
1902_134_23.04,70768,61420
1902_111_8.02_C000E,71715,73517
1902_53_1,101629,73082
1902_105.04_15,71680,73520
1902_118_18,101776,73507
1902_160.02_1,71086,61330
1902_127_2,71298,61330
1902_109_4.01_C0043,71758,73520
1902_121_8,101787,73517
1902_116_43,118279,73520
1902_134_1.01,71001,59900
1902_144_10,70768,61420
1902_65_1.02,70081,72229
1902_71_3.20,70948,94691
1902_136_1,70962,59900
1902_144_19,71001,59900
1902_71_9.13,101693,72542
1902_118_24,101776,73517
1902_111.05_11,101811,73517
1902_125_2,71585,58722
1902_117_7,20422,73609
1902_109_4.01_C0226,101875,73520
1902_139_1,70768,59900
1902_35_1.04,101592,73336
1902_34_6.06,101592,73189
1902_106.02_4,71769,73602
1902_93_3.03,71036,94691
1902_98_5,71228,73508
1902_71_5_QFARM,70887,94691
1902_111.02_29,101811,73517
1902_120.01_4,71646,73517
1902_134_17.14_QFARM,70498,61420
1902_111.05_5,7180,73517
1902_32_17,101556,73622
1902_31_4.01,101556,73622
1902_117_8.04_QFARM,71626,73597
1902_106.02_9,71769,73602
1902_1.02_12.12,130776,71373
1902_6_3.05,69819,72481
1902_71_3.15,70955,94691
1902_109_4.01_C0135,71758,73520
1902_71_3.13,5410,94691
1902_62_4.07,118103,72229
1902_108_3,71796,70641
1902_111_35,118357,73594
1902_109_4.01_C0280,118296,73520
1902_109_4.01_C0093,71758,73520
1902_150_3,101713,61395
1902_91_23,71105,72771
1902_111_31,72283,73594
1902_54_4,70232,71021
1902_112.01_4,72861,73476
1902_111_20_QFARM,72724,73476
1902_71_9.02,101693,73718
1902_135_16,70962,62471
1902_111.09_3,118357,73594
1902_112.01_7,72724,73476
1902_38_25.01,118074,73622
1902_12_11,69974,73189
1902_1.04_11.02,130776,71373
1902_71_3.06,70694,94691
1902_1.03_8.01,20270,71372
1902_157_16,118175,97149
1902_69_28,70505,72733
1902_7_10,69873,73957
1902_29_7,101556,73622
1902_6_3.01,70191,73957
1902_43_5,101629,73082
1902_139_26,70768,62471
1902_159_5,70149,63590
1902_69_4.15,70439,72800
1902_111_19.01_QFARM,20494,72715
1902_111.02_1.02,101811,73517
1902_31_4.03,101556,73622
1902_105.02_8,118266,73520
1902_109_4.01_C0112,118296,73520
1902_116_35,71837,73520
1902_112.01_5,72861,73476
1902_1_4_QFARM,101435,99530
1902_120_2,71685,73517
1902_116_4.03,104885,73518
1902_52_1,70232,72231
1902_65_1.07,70235,72229
1902_35_3.01,70206,70992
1902_51_2,101629,72231
1902_56_1,70424,72747
1902_97_2,71182,72771
1902_98_8,71228,73508
1902_109_4.01_C0254,118296,73520
1902_144_7,70768,61420
1902_105.03_8,71758,73520
1902_105.04_9,71680,73520
1902_119_2,101787,73517
1902_122_4.05,101805,73517
1902_116_21_C0370,71758,73520
1902_109_4.01_C0221,118296,73520
1902_133_5.03_QFARM,71037,61330
1902_97_7,71182,73508
1902_116_21_C0372,71758,73520
1902_112_5.09,72861,73476
1902_122_2,101811,73517
1902_106.02_11.01,71661,73537
1902_29_3,69974,73189
1902_109_2.02,101875,73520
1902_54_7,70232,71018
1902_134_17.03_QFARM,104882,61062
1902_130_9,71311,73507
1902_102_2.01_QFARM,70721,73059
1902_116_21_C0377,71758,73520
1902_116_21_C0396,71758,73520
1902_124_7,71485,61330
1902_109_4.01_C0071,71758,73520
1902_144_20,70768,59900
1902_144_18,71001,59900
1902_143_19,71001,59900
1902_130_5.04,71407,73507
1902_104_2,71447,73934
1902_102_2.04,70585,73164
1902_38_1,118074,73189
1902_117_8.02,101809,73594
1902_120.01_12.05,71646,73517
1902_130_10.01,71311,73538
1902_146_3,71001,59900
1902_125_1,71585,58722
1902_29_1,69974,73189
1902_111.02_26,7180,73517
1902_60_5.01,101693,73718
1902_60_4.03,101629,72747
1902_110_5,20494,72715
1902_117_8.01_QFARM,71626,73597
1902_157_11,101680,59118
1902_49_4,101629,72747
1902_86_1,71212,73508
1902_105.04_8,71680,73936
1902_15_4,69974,72233
1902_23_6,69974,72233
1902_158_14.01,70088,58661
1902_38_8,70216,73189
1902_69_7.02,70633,72800
1902_121_4,71591,73517
1902_37_2.06,101592,73189
1902_118_25,101776,73517
1902_102_3.13,70734,94691
1902_52_12,70232,72231
1902_49_3,101629,99291
1902_112_2,72628,72715
1902_118_27,101776,73517
1902_69_4.13,70358,73169
1902_163_4.03,101483,61106
1902_116_30,118279,73520
1902_124_6.01,71485,58722
1902_6_3.04,69819,72481
1902_163_1_QFARM,69870,61106
1902_154_47,101689,93946
1902_68_1.01,70973,73056
1902_66_2.01,70505,72733
1902_90_45,71182,72771
1902_71_3.03,101653,94691
1902_82_3.03,71105,72771
1902_82_11,71105,72771
1902_18_1,69974,72233
1902_109_4.01_C0034,71758,73520
1902_125_6,71585,58722
1902_111_7_QFARM,130865,73518
1902_148_1,101713,61395
1902_109_4.01_C0210,101875,73520
1902_111.03_1,101811,73517
1902_109_6.01,72433,72745
1902_48_8,101629,72747
1902_119_6.01,71407,73507
1902_99_1,71182,72771
1902_126_14.04,71585,58722
1902_157_17.03,70623,97149
1902_69_26,70657,72733
1902_60_4.02,101629,99291
1902_70_1.08,101653,72800
1902_69_4.05,70657,72733
1902_135_7,70962,61395
1902_109_4.01_C0273,118296,70641
1902_38_14,70390,73082
1902_144_3,70768,61420
1902_128_4.04,71561,61330
1902_111.09_15,118357,73594
1902_111.05_6,7180,73517
1902_151_2,118182,60680
1902_120.01_6,71646,73517
1902_101_3,71228,71046
1902_7_6.01,101501,96470
1902_134_17.06,111150,61420
1902_119_20,71343,72776
1902_118_30,101776,73507
1902_105_3,71758,73520
1902_112_3.02,72628,73518
1902_102_5.01,71046,73056
1902_153_13,71044,59003
1902_35_5,69994,73624
1902_69_4.06,70657,73164
1902_32_14,101556,73622
1902_120.01_5,71646,73517
1902_123_4.07,101805,73517
1902_71_3.23_QFARM,70694,94691
1902_116_32,71837,73520
1902_116_21_C0385,71758,73520
1902_109_4.01_C0070,71758,73520
1902_153_18,70925,59003
1902_47_4,101629,73082
1902_43_4,101629,73082
1902_134_14,101680,59118
1902_106_9,71769,73602
1902_111.06_1,72032,58722
1902_102_5.06,70973,73056
1902_121_9,101787,73517
1902_111_19.09,118413,72715
1902_90_56,71182,72771
1902_90_13,71105,72771
1902_109_4.01_C0100,118296,73520
1902_109_4.01_C0064,118296,73520
1902_15_3,69972,72232
1902_157_20,70623,97149
1902_109_4.01_C0165,118296,73520
1902_69_4.22,70585,72800
1902_156_1.05,70448,61064
1902_34_6.09,118074,73624
1902_111.09_5,72160,73520
1902_106.02_8.07,71661,73929
1902_106.02_8.06,71661,73537
1902_121_7,101787,73517
1902_40_4,70390,73082
1902_46_10,101629,73082
1902_12_22.02,69974,72233
1902_161_5.01,101586,58661
1902_111.07_3,71934,73517
1902_116_4.01_QFARM,20438,73594
1902_120_1,71685,73517
1902_111.02_29_C0105,101811,73517
1902_71_3.14,5410,94691
1902_90_61,71105,72771
1902_109_4.01_C0172,101875,73520
1902_130_5.01,71407,73507
1902_102_5.02,70906,73062
1902_55_2,70232,71018
1902_53_2,101629,99291
1902_109_4.01_C0260,118296,73520
1902_69_35,70505,73164
1902_166_2_QFARM,20266,71627
1902_1.02_12.16,130776,71626
1902_1.04_11.10,20270,71372
1902_87_18.07,71228,73508
1902_111.03_9,101811,73517
1902_116_21_C0380,71758,73520
1902_60_4.09,70216,70992
1902_60_4.07,70424,72747
1902_105.01_5,71758,73520
1902_84_1,71299,72771
1902_122_5,101811,73517
1902_111.02_28.01_C0103,101811,73517
1902_111.02_28.01_C0102,101811,73517
1902_91_19,71182,72771
1902_72.04_1.03,72181,96106
1902_118_14,139740,73609
1902_112_5.10,72861,73476
1902_151_22_QFARM,22569,59900
1902_37_2.03,101592,73189
1902_7_12.09,70407,71018
1902_109_4.01_C0103,118296,73520
1902_103_8,71265,72779
1902_109_4.01_C0235,101875,73520
1902_116_17,71837,73520
1902_109_4.01_C0142,118296,73520
1902_55_4,70232,71018
1902_48_2,101629,73082
1902_111.09_6,72160,73594
1902_111.10_6,72160,73594
1902_119_3.07,71591,73517
1902_108_1.02,101870,70641
1902_51_4,101629,73082
1902_154_38,70925,61769
1902_102_7.02,71272,72779
1902_116_21_C0426,71758,73520
1902_111.02_13,72032,58722
1902_103_3.02_QFARM,71359,73537
1902_111_14_QFARM,72496,72715
1902_26_1,69974,73189
1902_156_1,70448,61064
1902_109_4.01_C0214,101875,73520
1902_109_4.01_C0294,118296,70641
1902_102_4.01,70982,94691
1902_151_17,5115,59900
1902_111_8.02,71715,73517
1902_157_8.02,118163,61420
1902_87_6,71472,73508
1902_134_29,142790,64145
1902_71_3.24_QFARM,70591,73160
1902_51_9,70232,72231
1902_102_3.07,70734,73059
1902_34_6.05,118074,73624
1902_99_25,101714,94691
1902_111.09_12,72160,73594
1902_111_30,72160,73594
1902_116_21_C0428,71758,73520
1902_6_11.05,70191,71335
1902_16_3,69974,72233
1902_14_5.02,69972,72231
1902_76_5,71351,72771
1902_155_5,70745,97149
1902_134_23.03_QFARM,70768,61420
1902_136_6,70962,61395
1902_157_17.01,70623,97149
1902_116_26,118279,73520
1902_21_6,69974,73189
1902_110_19,20491,72745
1902_105.03_2,71447,73928
1902_71_3.26_QFARM,70767,94691
1902_111.02_12,72032,58722
1902_146_7,101713,59900
1902_91_12,71105,72771
1902_98_10,71182,73508
1902_71_9.14,101693,72542
1902_156_4.04,70301,94531
1902_46_4,101629,72231
1902_134_17.15_QFARM,118174,61420
1902_1.02_12.07,130776,71373
1902_109_4.01_C0182,101875,73520
1902_130_5.02,71407,73507
1902_112_6,101991,73476
1902_69_7.14,70633,72800
1902_18_2,69974,72233
1902_139_25,70768,59900
1902_15_9,69972,72231
1902_151_3,118182,60680
1902_144_9,70768,61420
1902_83_2.02,71184,72771
1902_90_31,71182,73541
1902_105.04_7,71680,73936
1902_106_9.05,71580,73537
1902_119_4.02,101787,73517
1902_119_3.06,101787,73517
1902_116_27,118279,73520
1902_71_3.05,70591,94691
1902_69_34,70505,73164
1902_109_4.01_C0134,71758,73520
1902_128_3,130832,61330
1902_127_3.01,101752,61330
1902_38_3,101592,73189
1902_157_28_QFARM,101582,60698
1902_56_5,70424,72747
1902_106_9.14,71661,73537
1902_104_1.02,71447,73934
1902_100_12,101714,94691
1902_126_5.03,71561,61330
1902_119_3.05,101787,73517
1902_120.01_12.06,71646,73517
1902_117_8.05_QFARM,20425,73597
1902_109_4.01_C0243,118296,73520
1902_134_21,101644,60320
1902_102_7.05_QFARM,71228,72786
1902_116_16,139753,73520
1902_141_2,70755,61420
1902_133_2,70886,62467
1902_57_8,70424,72747
1902_107_3.02,71769,73602
1902_116_42,118279,73520
1902_111.06_10,101811,73517
1902_25_5,69974,73189
1902_31_9.03,101556,73622
1902_124_11.03,101805,58722
1902_111_34,118357,73594
1902_109_4.01_C0300,118296,70641
1902_134_8,71001,59900
1902_143_18,71001,59900
1902_116_17.02,71837,73520
1902_105.01_7,71758,73520
1902_161_5.02,101586,58661
1902_111.09_21,118357,73594
1902_9_3,69972,73191
1902_7_2.05,130798,73622
1902_139_24,70768,59900
1902_69_21,70505,72733
1902_112_5.07,72861,73476
1902_65_1.05_QFARM,70114,72229
1902_135_14,70962,62471
1902_105.04_11,71758,73520
1902_118_15,101776,73609
1902_143_1,70768,61420
1902_30_9,69974,73622
1902_27_1,69974,73189
1902_164_3_QFARM,20266,60041
1902_83_15,71299,73508
1902_163_5_QFARM,20266,61106
1902_102_3.11,70734,94691
1902_97_14,71182,73508
1902_32_5,101556,73622
1902_112_5.14,72958,73140
1902_13_121,69950,73548
1902_111_19.15,72724,72715
1902_110_6_QFARM,20502,72715
1902_157_8.11,70458,61062
1902_105.04_4,71447,73936
1902_55_3,70232,71018
1902_1_5.01,101435,99530
1902_28_9,69974,73189
1902_105_11,118266,73520
1902_111_19.18,118409,72715
1902_105.02_11,118266,73520
1902_99_28,101714,94691
1902_78_24,71184,72771
1902_56_10,70424,72747
1902_109_4.01_C0012,71758,73520
1902_21_13,69974,73189
1902_105.04_1,71447,73936
1902_144_14,70768,59900
1902_112.01_6,72724,73476
1902_62_5.02,70235,72229
1902_62_5.01,70235,72229
1902_35_1.11,118074,73624
1902_99_38,101714,94691
1902_158_1,70265,63593
1902_69_6.01,70505,72733
1902_129_1.02,101787,73517
1902_103_4.04_C007B,71428,73537
1902_111.10_9,118357,73594
1902_141_5.03,70755,61420
1902_101_9.01,71228,71046
1902_116.01_1,118279,73520
1902_109_4.01_C0212,101875,73520
1902_78_6,71150,73291
1902_143_22.01,70768,59900
1902_66_2.07,70333,72733
1902_154_24,70925,56185
1902_1.02_12.14,130776,71514
1902_111_8.02_C000B,122575,73517
1902_105_5,71758,73520
1902_136_2,70962,59900
1902_94_7,71036,72771
1902_70_2.03,2693,71018
1902_109_4.01_C0286,118296,73520
1902_14_3,69972,72231
1902_38_5.04,101592,73189
1902_14_13,69972,72231
1902_134_7,71001,59900
1902_116_4.05,118271,73594
1902_71_2.10,70451,73160
1902_116.01_4,118279,73520
1902_155_6_QFARM,70784,59308
1902_1.02_12.11,130776,71514
1902_119_6.08,71591,73517
1902_135_15,70962,62471
1902_144_2,70768,61420
1902_94_14,71182,72771
1902_50_2,101629,73082
1902_111.05_7,101811,73517
1902_111.07_1,101811,73517
1902_111.09_1,118357,72745
1902_111.10_3,118357,73594
1902_109_4.01_C0204,101875,73520
1902_18_3,69974,72233
1902_69_40,70235,73164
1902_89_11,71182,73508
1902_1.02_12.09,130776,71626
1902_54_5,70232,71018
1902_7_14.02,70298,73080
1902_126_5,71561,58722
1902_111.08_3,72349,72745
1902_109_4.01_C0052,71758,73520
1902_68_2.02,70889,73056
1902_143_25,70768,61420
1902_69_19,70505,72733
1902_111.09_7,72160,73594
1902_111.02_28.01_C0301,101811,73517
1902_73_4.02,71472,73508
1902_119_13,71407,72776
1902_130_8,71407,73507
1902_112_5.22,72861,73476
1902_39_3.01,70216,73082
1902_109_4.01_C00G7,101875,70641
1902_109_4.01_C00G8,101875,70641
1902_109_4.01_C00G9,101875,70641
1902_109_4.01_C0G10,101875,70641
1902_112_5.03_QFARM,72861,72715
1902_135_1,70962,59900
1902_38_22.02,101629,73082
1902_1_1,69021,99530
1902_103_4.04,71428,73537
1902_108_4.01,71823,70641
1902_126_3.03,101752,61330
1902_119_14,7167,72776
1902_37_2.04,101592,73189
1902_13_100,69950,73191
1902_69_4.02,70602,72733
1902_134_17.12,111150,59120
1902_111_19.19,118409,72715
1902_109_4.01_C0063,118296,73520
1902_44_1,70216,73189
1902_111.02_28.01_C0101,101811,73517
1902_116_21_C0416,71758,73520
1902_126_5.05,71561,58722
1902_38_10,70216,73189
1902_6_12,70191,71050
1902_69_5,70657,73164
1902_66_4.04,70505,72733
1902_69_7.13,70633,72746
1902_62_2.04,70439,72229
1902_81_3,71072,75486
1902_111_9,108777,73594
1902_158_14.02,70057,58661
1902_111_32,72283,73594
1902_109_4.01_C0110,118296,73520
1902_35_1.10,118074,73336
1902_132_3,70129,73336
1902_105.01_6,71758,73520
1902_132_4.01,101693,72542
1902_78_4,71089,75486
1902_153_33_QFARM,71441,59900
1902_71_2.11,70555,73160
1902_116_28,118279,73520
1902_54_15.02,70232,71023
1902_109_4.01_C0131,71758,73520
1902_105.03_6,71680,73520
1902_111_10_QFARM,118309,73518
1902_7_9.10,70232,72231
1902_111.06_2,72032,58722
1902_83_8,71299,72771
1902_130_5.07,71407,73507
1902_155_2.02,70519,61064
1902_111.02_29_C0103,101811,73517
1902_109_4.01_C0044,71758,73520
1902_46_1,101629,72231
1902_144_1,70768,61420
1902_71_9.16,71031,75486
1902_154_29,70925,61769
1902_55_8,70424,72747
1902_7_10.03,69873,73957
1902_111.09_16,118357,73594
1902_115_1,72276,73517
1902_111_45,72397,72745
1902_109_4.01_C0095,71758,73520
1902_111_8.02_C000C,71715,73517
1902_134_9,70755,59118
1902_7_12.05,70352,71018
1902_109_4.03,71758,73520
1902_151_8,101689,93946
1902_154_26,70925,56185
1902_83_9,71299,73541
1902_62_5_QFARM,101611,72229
1902_67_2.05,70657,73715
1902_90_1,71105,72775
1902_50_6,101629,73082
1902_50_4,101629,73082
1902_89_1.01,71182,73508
1902_109_4.01_C0102,118296,73520
1902_94_1,71036,72775
1902_151_12,7163,59900
1902_111.05_8,101811,73517
1902_151_20,7163,60680
1902_118_26,101798,73517
1902_71_2,70591,94691
1902_6_11.03,70191,71335
1902_157_7_QFARM,101631,60320
1902_139_2,70768,59900
1902_109_4.01_C0222,118296,73520
1902_126_3,71417,58723
1902_38_22.03,101629,73082
1902_111_24,72160,73594
1902_111_25,139753,73594
1902_109_4.01_C0121,71758,73520
1902_69_4.01,70585,73169
1902_116_21_C0367,71758,73520
1902_99_31,101714,94691
1902_140_9,70768,61420
1902_71_3.04,70694,94691
1902_66_4.05,70505,72733
1902_106_17.05,71428,71578
1902_111_3.02,71585,58722
1902_7_6.07,101501,96470
1902_3_1.01_QFARM,69420,73951
1902_84_4.02,71299,73541
1902_69_7.12,70585,73164
1902_34_6.04,101592,73624
1902_134_33_QFARM,118210,61394
1902_130_1_QFARM,71067,72542
1902_116_6,118279,73594
1902_1.02_12.03,130776,71514
1902_129_4.01_QFARM,101725,61330
1902_59_3.01,101629,73082
1902_48_6,101629,72749
1902_31_7.01,69812,73622
1902_129_1.01,101787,73517
1902_151_15,5115,59003
1902_151_5,118182,60680
1902_144_12,70768,59900
1902_99_30,101714,94691
1902_69_20,70505,72733
1902_143_2,70768,61420
1902_6_11.04,70191,73618
1902_72.02_1.01,71351,73536
1902_111.05_13,101811,73517
1902_121_2,101811,73517
1902_71_2.14,70591,94691
1902_61.04_1.04,2693,71018
1902_119_3.08,71591,73517
1902_52_9.01,101629,71021
1902_30_1,101556,73622
1902_69_4.12,70358,73169
1902_153_22.01,71044,59003
1902_124_1,71561,61330
1902_59_2,70390,73082
1902_117_3,122575,73594
1902_103_3.01,71428,73537
1902_69_25,70657,72733
1902_124_9,101805,61330
1902_71_4,70982,94691
1902_109_4.01_C0153,118296,73520
1902_111.03_4,101811,73517
1902_111.01_1,101811,73517
1902_56_2,70424,72747
1902_71.02_3,70765,94691
1902_106_9.08,71661,73537
1902_111_19.05_QFARM,20494,72715
1902_7_9.06,70232,71018
1902_109_4.01_C0076,118296,73520
1902_19_4,69974,72233
1902_71_3.22_QFARM,70831,94691
1902_111_19.06,118400,72715
1902_87_14,71335,71579
1902_7_2.03,69812,73622
1902_95_2.01,71182,73508
1902_111_19.02,111175,72715
1902_112_4_QFARM,72505,72715
1902_111_26,139753,73594
1902_157_12,118175,97149
1902_37_1,101592,73189
1902_25_6,69974,73189
1902_111.05_14,101811,73517
1902_156_2.03,70448,61064
1902_56_6,70424,72747
1902_116_21_C0363,71758,73520
1902_126_11,71585,58722
1902_69_7.11,70585,73164
1902_111_33,118357,73594
1902_105.04_20,71447,73936
1902_134_27,111147,92346
1902_120_8,71685,73517
1902_109_4.01_C0051,71758,73520
1902_109_4.01_C0086,118296,73520
1902_119_17,7167,72776
1902_80_2,71089,75486
1902_153_30,101720,59891
1902_7_4,69812,96470
1902_111_26.01,139753,73594
1902_118_21,101776,73609
1902_130_5.06,101776,73507
1902_111.09_8,72160,73594
1902_66_1,70505,72733
1902_43_1,101629,73082
1902_109_4.01_C0194,118296,73520
1902_109_4.01_C0164,118296,73520
1902_109_4.01_C0284,118296,73520
1902_31_3,101556,73622
1902_7_12.06,70352,71018
1902_42_1,101629,73082
1902_21_2,69974,73189
1902_144_6,70768,61420
1902_142_11,70755,61420
1902_134_11.02,101680,59118
1902_133_1,70820,62467
1902_80_1,71089,75486
1902_121_7.01,101787,73517
1902_115_2,72276,73517
1902_31_13,69974,73622
1902_6_3.06_QFARM,69873,73957
1902_116_41,118279,73520
1902_39_3.03,70216,73082
1902_126_5.04,71561,61330
1902_71_2.05,101653,94691
1902_38_25.02,118074,73622
1902_7_6.10,101501,96470
1902_57_7,70424,72747
1902_52_7,101629,73082
1902_104_1.01,71447,73933
1902_118_13,139740,73609
1902_116_4,118271,73594
1902_106_9.16,71661,73537
1902_106_19,71428,71578
1902_76_1,71351,72771
1902_46_11.02,101629,73082
1902_134_31.01,70962,62471
1902_103_9,71193,73709
1902_111_5.02,101811,58722
1902_106_9.11,71661,73537
1902_109_4.01_C00G1,101875,70641
1902_109_4.01_C00G2,101875,70641
1902_38_11,70216,73189
1902_60_2,70216,73189
1902_39_1,70216,73189
1902_100_14,101714,94691
1902_97_5,71182,73508
1902_29_5,69974,73189
1902_109_4.01_C0026,71758,73520
1902_111.07_5,71934,73517
1902_119_8,71343,72776
1902_120.01_3,71685,73517
1902_62_4.01,70191,73181
1902_71_2.12,70591,73160
1902_116_5_QFARM,20438,73594
1902_119_3.11,71591,73517
1902_5_79.05,70153,72229
1902_157_6,130812,60320
1902_157_15,118175,97149
1902_69_7.06,70633,72800
1902_127_3.02,101756,61330
1902_69_7.17,70620,72733
1902_111.02_20,71934,73517
1902_69_29,70657,72733
1902_32_13,101556,73622
1902_109_4.01_C0084,118296,73520
1902_116_21_C0373,71758,73520
1902_128_4.03,101756,61330
1902_90_29,71182,73541
1902_66_2.05,70333,72733
1902_157_24.05,70448,61417
1902_66_4.02,70657,72733
1902_144_17,70768,59900
1902_71_6,70870,73514
1902_71.02_1,70732,94691
1902_92_1,71105,72775
1902_52_5,101629,72231
1902_70_1.02,70451,72746
1902_116_2,104885,73518
1902_111.02_7,101811,58722
1902_34_6.07,118074,73624
1902_133_5,71037,62467
1902_105.02_7,118266,73520
1902_106_16.01,71680,71578
1902_105_7,71600,73598
1902_14_12,69972,72231
1902_109_4.01_C0183,101875,73520
1902_38_20,101629,73082
1902_111_28,72160,73594
1902_1_18_QFARM,69131,99530
1902_116_21_C0415,71758,73520
1902_120_11.02,71646,73517
1902_108_1.05,71758,73520
1902_57_5,70424,72747
1902_109_4.01_C0092,71758,73520
1902_100_13,101714,94691
1902_109_4.01_C0274,118296,70641
1902_109_4.01_C0200,101875,73520
1902_109_4.01_C0203,101875,73520
1902_21_10,69974,73189
1902_111_41.01_QFARM,72397,72715
1902_110_2,72349,72715
1902_103_14.02_QFARM,70970,73715
1902_101_9.03_QFARM,71228,71046
1902_66_2.02,70333,72733
1902_34_6.11,118074,73624
1902_66_2.08,70505,72733
1902_103_12.02,71046,73715
1902_109_4.01_C0314,101875,70641
1902_109_4.01_C0060,118296,73520
1902_109_4.01_C0061,118296,73520
1902_111.02_5,101811,73517
1902_70_1.05,70633,72746
1902_157_8.14,70447,61062
1902_6_11.08,70191,73181
1902_5_79.03,70128,99343
1902_71_3.11,5284,94691
1902_6_3.09,69819,72481
1902_124_28,101805,58722
1902_109_4.01_C0282,118296,73520
1902_82_4.01,71105,72775
1902_49_9.01,101629,99291
1902_122_9,101805,73517
1902_107_2,71823,72711
1902_116_21_C0391,71758,73520
1902_71_3,70775,94691
1902_166_1_QFARM,20266,71627
1902_45_1,101629,72233
1902_46_3.02,101629,72231
1902_38_13,70216,73082
